,Start,Game
0,2020-06-03 12:58:54.913990-04:00,0
1,2020-06-10 11:48:48.021951-04:00,1
2,2020-06-10 12:07:50.372983-04:00,2
3,2020-06-10 14:47:56.900778-04:00,3
4,2020-06-10 16:20:52.216426-04:00,4
5,2020-06-13 09:15:08.986962-04:00,1
6,2020-06-18 19:03:51.721491-04:00,1
7,2020-06-18 19:26:46.968308-04:00,2
